Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2019 [YR2019]
Population growth (annual %),SP.POP.GROW,Netherlands,NLD,0.443220089035769,0.65507157480522
Population growth (annual %),SP.POP.GROW,New Caledonia,NCL,0.524642605415484,0.0258107337212034
Population growth (annual %),SP.POP.GROW,New Zealand,NZL,2.0360339086492,1.59115889619722
Population growth (annual %),SP.POP.GROW,Nicaragua,NIC,1.43794002440995,1.38548472522896
Population growth (annual %),SP.POP.GROW,Niger,NER,3.82885938381233,3.76544488542259
Population growth (annual %),SP.POP.GROW,Nigeria,NGA,2.54118746244735,2.44820069834557
Population growth (annual %),SP.POP.GROW,Northern Mariana Islands,MNP,-0.661703101237154,-0.890563183033054
Population growth (annual %),SP.POP.GROW,Norway,NOR,0.995084736958414,0.675061373245644
Population growth (annual %),SP.POP.GROW,Oman,OMN,4.45160788841889,0.0350068045198641
Population growth (annual %),SP.POP.GROW,Pakistan,PAK,1.29655172364692,1.6079813474837
Population growth (annual %),SP.POP.GROW,Palau,PLW,-0.0112391121219639,0.290665380719677
Population growth (annual %),SP.POP.GROW,Panama,PAN,1.74123543377264,1.60228973055272
Population growth (annual %),SP.POP.GROW,Papua New Guinea,PNG,2.54320066295637,2.26018781066996
Population growth (annual %),SP.POP.GROW,Paraguay,PRY,1.4220035710818,1.33657480808218
Population growth (annual %),SP.POP.GROW,Peru,PER,1.17223066396866,1.90972560807882
Population growth (annual %),SP.POP.GROW,Philippines,PHL,1.66983002094225,1.65518369204871
Population growth (annual %),SP.POP.GROW,Poland,POL,-0.0666411009657168,-0.0244271070993493
Population growth (annual %),SP.POP.GROW,Portugal,PRT,-0.414141101993213,0.0237334946497115
Population growth (annual %),SP.POP.GROW,Puerto Rico,PRI,-1.75920825815177,0.0106465459574109
Population growth (annual %),SP.POP.GROW,Qatar,QAT,8.65116205432081,1.45331728352711
Population growth (annual %),SP.POP.GROW,Romania,ROU,-0.470052227864654,-0.526814821936341
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,0.279352077762368,0.037947213753429
Population growth (annual %),SP.POP.GROW,Rwanda,RWA,2.38595568459796,2.39079436618151
Population growth (annual %),SP.POP.GROW,Samoa,WSM,0.895083542746833,1.04553544180183
Population growth (annual %),SP.POP.GROW,San Marino,SMR,0.540630657141614,0.0643896179357351
Population growth (annual %),SP.POP.GROW,Sao Tome and Principe,STP,1.81982389154769,1.52840326719874
Population growth (annual %),SP.POP.GROW,Saudi Arabia,SAU,1.92462213676111,2.28458901092139
Population growth (annual %),SP.POP.GROW,Senegal,SEN,2.72463609047466,2.69763115886709
Population growth (annual %),SP.POP.GROW,Serbia,SRB,-0.494772574469842,-0.536610017822353
Population growth (annual %),SP.POP.GROW,Seychelles,SYC,2.22979505321923,0.887925293341637
Population growth (annual %),SP.POP.GROW,Sierra Leone,SLE,2.40868716120881,2.33284062492806
Population growth (annual %),SP.POP.GROW,Singapore,SGP,1.18637693749822,1.14428330688929
Population growth (annual %),SP.POP.GROW,Sint Maarten (Dutch part),SXM,2.98022317393175,1.81726005796457
Population growth (annual %),SP.POP.GROW,Slovak Republic,SVK,0.0950338786482762,0.135328072840865
Population growth (annual %),SP.POP.GROW,Slovenia,SVN,0.075190689011533,0.696304046333357
Population growth (annual %),SP.POP.GROW,Solomon Islands,SLB,2.52650758971794,2.36010120913781
Population growth (annual %),SP.POP.GROW,Somalia,SOM,3.35915033288915,3.63316490449428
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,2.07401685853513,1.29507386292128
Population growth (annual %),SP.POP.GROW,South Sudan,SSD,-0.169451605224622,0.502203354157719
Population growth (annual %),SP.POP.GROW,Spain,ESP,-0.077588861590047,0.717715637103499
Population growth (annual %),SP.POP.GROW,Sri Lanka,LKA,0.45678230624613,0.611875945764341
Population growth (annual %),SP.POP.GROW,St. Kitts and Nevis,KNA,0.00209250986102061,-0.102646830627199
Population growth (annual %),SP.POP.GROW,St. Lucia,LCA,0.467430586800065,0.389934037054534
Population growth (annual %),SP.POP.GROW,St. Martin (French part),MAF,-0.685821045858366,-2.18305595098921
Population growth (annual %),SP.POP.GROW,St. Vincent and the Grenadines,VCT,-0.403010939386318,-0.339668745500942
Population growth (annual %),SP.POP.GROW,Sudan,SDN,3.10751167131043,2.89358996893094
Population growth (annual %),SP.POP.GROW,Suriname,SUR,1.01174763212586,1.10317898471941
Population growth (annual %),SP.POP.GROW,Eswatini,SWZ,0.7143137221497,0.788402227821078
Population growth (annual %),SP.POP.GROW,Sweden,SWE,1.05745468551674,1.01372226345511
Population growth (annual %),SP.POP.GROW,Switzerland,CHE,1.13833715247736,0.713313668444329
Population growth (annual %),SP.POP.GROW,Syrian Arab Republic,SYR,-4.41574372125213,3.87953676012686
Population growth (annual %),SP.POP.GROW,Tajikistan,TJK,2.34681604248609,2.26242493497438
Population growth (annual %),SP.POP.GROW,Tanzania,TZA,3.34457430485523,3.02174626028
Population growth (annual %),SP.POP.GROW,Thailand,THA,0.475496516958531,0.252691237274251
Population growth (annual %),SP.POP.GROW,Timor-Leste,TLS,1.755472385901,1.46272712419968
Population growth (annual %),SP.POP.GROW,Togo,TGO,2.50454574117742,2.41162991553907
Population growth (annual %),SP.POP.GROW,Tonga,TON,-0.473800875069268,-0.18943275806294
Population growth (annual %),SP.POP.GROW,Trinidad and Tobago,TTO,0.653834662094362,1.00812051332522
Population growth (annual %),SP.POP.GROW,Tunisia,TUN,1.12092816818669,0.969662162376028
Population growth (annual %),SP.POP.GROW,Turkiye,TUR,1.33411577030414,1.42969688109789
Population growth (annual %),SP.POP.GROW,Turkmenistan,TKM,1.80727172800112,1.52748266915759
Population growth (annual %),SP.POP.GROW,Turks and Caicos Islands,TCA,4.3433416716518,3.76787271375568
Population growth (annual %),SP.POP.GROW,Tuvalu,TUV,-0.202057379546141,0.834063769243882
Population growth (annual %),SP.POP.GROW,Uganda,UGA,3.09130915647166,3.39509056427404
Population growth (annual %),SP.POP.GROW,Ukraine,UKR,-0.231768289564786,-0.484656962511515
Population growth (annual %),SP.POP.GROW,United Arab Emirates,ARE,0.911950036242349,0.779087177439076
Population growth (annual %),SP.POP.GROW,United Kingdom,GBR,0.792367505802859,0.564131113399897
Population growth (annual %),SP.POP.GROW,United States,USA,0.73621730882542,0.455381285963537
Population growth (annual %),SP.POP.GROW,Uruguay,URY,0.328384512874787,0.0398806735871464
Population growth (annual %),SP.POP.GROW,Uzbekistan,UZB,1.74425837484667,1.87647016682647
Population growth (annual %),SP.POP.GROW,Vanuatu,VUT,2.38350122826717,2.36207637358082
Population growth (annual %),SP.POP.GROW,"Venezuela, RB",VEN,1.10818499531086,-2.90499574537726
Population growth (annual %),SP.POP.GROW,Viet Nam,VNM,1.04227094610537,0.904491214904611
Population growth (annual %),SP.POP.GROW,Virgin Islands (U.S.),VIR,-0.157703864887906,-0.310759832621892
Population growth (annual %),SP.POP.GROW,West Bank and Gaza,PSE,2.29048005844149,2.51178246264674
Population growth (annual %),SP.POP.GROW,"Yemen, Rep.",YEM,2.71295489821162,2.42620792944992
Population growth (annual %),SP.POP.GROW,Zambia,ZMB,3.19189626183661,3.00761810683645
Population growth (annual %),SP.POP.GROW,Zimbabwe,ZWE,2.13629423811133,1.98925274777043
Surface area (sq. km),AG.SRF.TOTL.K2,Afghanistan,AFG,652860,652860
Surface area (sq. km),AG.SRF.TOTL.K2,Albania,ALB,28750,28750
Surface area (sq. km),AG.SRF.TOTL.K2,Algeria,DZA,2381741,2381741
Surface area (sq. km),AG.SRF.TOTL.K2,American Samoa,ASM,200,200
Surface area (sq. km),AG.SRF.TOTL.K2,Andorra,AND,470,470
Surface area (sq. km),AG.SRF.TOTL.K2,Angola,AGO,1246700,1246700
Surface area (sq. km),AG.SRF.TOTL.K2,Antigua and Barbuda,ATG,440,440
Surface area (sq. km),AG.SRF.TOTL.K2,Argentina,ARG,2780400,2780400
Surface area (sq. km),AG.SRF.TOTL.K2,Armenia,ARM,29740,29740
Surface area (sq. km),AG.SRF.TOTL.K2,Aruba,ABW,180,180
Surface area (sq. km),AG.SRF.TOTL.K2,Australia,AUS,7741220,7741220
Surface area (sq. km),AG.SRF.TOTL.K2,Austria,AUT,83879,83879
Surface area (sq. km),AG.SRF.TOTL.K2,Azerbaijan,AZE,86600,86600
Surface area (sq. km),AG.SRF.TOTL.K2,"Bahamas, The",BHS,13880,13880
Surface area (sq. km),AG.SRF.TOTL.K2,Bahrain,BHR,778,783
Surface area (sq. km),AG.SRF.TOTL.K2,Bangladesh,BGD,147630,147570
Surface area (sq. km),AG.SRF.TOTL.K2,Barbados,BRB,430,430
Surface area (sq. km),AG.SRF.TOTL.K2,Belarus,BLR,207600,207600
Surface area (sq. km),AG.SRF.TOTL.K2,Belgium,BEL,30530,30530
Surface area (sq. km),AG.SRF.TOTL.K2,Belize,BLZ,22970,22970
Surface area (sq. km),AG.SRF.TOTL.K2,Benin,BEN,114760,114760
Surface area (sq. km),AG.SRF.TOTL.K2,Bermuda,BMU,4290,4290
Surface area (sq. km),AG.SRF.TOTL.K2,Bhutan,BTN,38394,38390
Surface area (sq. km),AG.SRF.TOTL.K2,Bolivia,BOL,1098580,1098580
Surface area (sq. km),AG.SRF.TOTL.K2,Bosnia and Herzegovina,BIH,51210,51210
Surface area (sq. km),AG.SRF.TOTL.K2,Botswana,BWA,581730,581730
Surface area (sq. km),AG.SRF.TOTL.K2,Brazil,BRA,8515770,8515770
Surface area (sq. km),AG.SRF.TOTL.K2,British Virgin Islands,VGB,150,150
Surface area (sq. km),AG.SRF.TOTL.K2,Brunei Darussalam,BRN,5770,5770
Surface area (sq. km),AG.SRF.TOTL.K2,Bulgaria,BGR,111000,111000
Surface area (sq. km),AG.SRF.TOTL.K2,Burkina Faso,BFA,274220,274220
Surface area (sq. km),AG.SRF.TOTL.K2,Burundi,BDI,27830,27830
Surface area (sq. km),AG.SRF.TOTL.K2,Cabo Verde,CPV,4030,4030
Surface area (sq. km),AG.SRF.TOTL.K2,Cambodia,KHM,181040,181040
Surface area (sq. km),AG.SRF.TOTL.K2,Cameroon,CMR,475440,475440
Surface area (sq. km),AG.SRF.TOTL.K2,Canada,CAN,9879750,9879750
Surface area (sq. km),AG.SRF.TOTL.K2,Cayman Islands,CYM,264,264
Surface area (sq. km),AG.SRF.TOTL.K2,Central African Republic,CAF,622980,622980
Surface area (sq. km),AG.SRF.TOTL.K2,Chad,TCD,1284000,1284000
Surface area (sq. km),AG.SRF.TOTL.K2,Channel Islands,CHI,198,198
Surface area (sq. km),AG.SRF.TOTL.K2,Chile,CHL,756096,756700
Surface area (sq. km),AG.SRF.TOTL.K2,China,CHN,9562911,9562910
Surface area (sq. km),AG.SRF.TOTL.K2,Colombia,COL,1141749,1141750
Surface area (sq. km),AG.SRF.TOTL.K2,Comoros,COM,1861,1861
Surface area (sq. km),AG.SRF.TOTL.K2,"Congo, Dem. Rep.",COD,2344860,2344860
Surface area (sq. km),AG.SRF.TOTL.K2,"Congo, Rep.",COG,342000,342000
Surface area (sq. km),AG.SRF.TOTL.K2,Costa Rica,CRI,51100,51100
Surface area (sq. km),AG.SRF.TOTL.K2,Cote d'Ivoire,CIV,322460,322460
Surface area (sq. km),AG.SRF.TOTL.K2,Croatia,HRV,88073,88073
Surface area (sq. km),AG.SRF.TOTL.K2,Cuba,CUB,109880,109880
Surface area (sq. km),AG.SRF.TOTL.K2,Curacao,CUW,444,444
Surface area (sq. km),AG.SRF.TOTL.K2,Cyprus,CYP,9251,9250
Surface area (sq. km),AG.SRF.TOTL.K2,Czechia,CZE,78870,78870.04
Surface area (sq. km),AG.SRF.TOTL.K2,Denmark,DNK,42920,42920
Surface area (sq. km),AG.SRF.TOTL.K2,Djibouti,DJI,23200,23200
Surface area (sq. km),AG.SRF.TOTL.K2,Dominica,DMA,750,750
Surface area (sq. km),AG.SRF.TOTL.K2,Dominican Republic,DOM,48670,146839.31
Surface area (sq. km),AG.SRF.TOTL.K2,Ecuador,ECU,256370,256370
Surface area (sq. km),AG.SRF.TOTL.K2,"Egypt, Arab Rep.",EGY,1001450,1001450
Surface area (sq. km),AG.SRF.TOTL.K2,El Salvador,SLV,21040,21040
Surface area (sq. km),AG.SRF.TOTL.K2,Equatorial Guinea,GNQ,28050,28050
Surface area (sq. km),AG.SRF.TOTL.K2,Eritrea,ERI,121675.405,121668.106
Surface area (sq. km),AG.SRF.TOTL.K2,Estonia,EST,45340,45340
Surface area (sq. km),AG.SRF.TOTL.K2,Ethiopia,ETH,1136244.136,1136243.012
Surface area (sq. km),AG.SRF.TOTL.K2,Faroe Islands,FRO,1396,1396
Surface area (sq. km),AG.SRF.TOTL.K2,Fiji,FJI,18270,18270
Surface area (sq. km),AG.SRF.TOTL.K2,Finland,FIN,338446,338460
Surface area (sq. km),AG.SRF.TOTL.K2,France,FRA,549087,549087
Surface area (sq. km),AG.SRF.TOTL.K2,French Polynesia,PYF,3471,3471
Surface area (sq. km),AG.SRF.TOTL.K2,Gabon,GAB,267670,267670
Surface area (sq. km),AG.SRF.TOTL.K2,"Gambia, The",GMB,11300,11300
Surface area (sq. km),AG.SRF.TOTL.K2,Georgia,GEO,69700,69700
Surface area (sq. km),AG.SRF.TOTL.K2,Germany,DEU,357410,357580
Surface area (sq. km),AG.SRF.TOTL.K2,Ghana,GHA,238540,238530
Surface area (sq. km),AG.SRF.TOTL.K2,Gibraltar,GIB,10,10
Surface area (sq. km),AG.SRF.TOTL.K2,Greece,GRC,131960,131960
Surface area (sq. km),AG.SRF.TOTL.K2,Greenland,GRL,410450,410450
Surface area (sq. km),AG.SRF.TOTL.K2,Grenada,GRD,340,340
Surface area (sq. km),AG.SRF.TOTL.K2,Guam,GUM,540,540
Surface area (sq. km),AG.SRF.TOTL.K2,Guatemala,GTM,108890,108890
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea,GIN,245860,245860
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea-Bissau,GNB,36130,36130
Surface area (sq. km),AG.SRF.TOTL.K2,Guyana,GUY,214970,214970
Surface area (sq. km),AG.SRF.TOTL.K2,Haiti,HTI,27750,27750
Surface area (sq. km),AG.SRF.TOTL.K2,Honduras,HND,112490,112490
Surface area (sq. km),AG.SRF.TOTL.K2,"Hong Kong SAR, China",HKG,1106,1110
Surface area (sq. km),AG.SRF.TOTL.K2,Hungary,HUN,93030,93030
Surface area (sq. km),AG.SRF.TOTL.K2,Iceland,ISL,103000,103000
Surface area (sq. km),AG.SRF.TOTL.K2,India,IND,3287260,3287260
Surface area (sq. km),AG.SRF.TOTL.K2,Indonesia,IDN,1913580,1916906.77
Surface area (sq. km),AG.SRF.TOTL.K2,"Iran, Islamic Rep.",IRN,1745150,1745150
Surface area (sq. km),AG.SRF.TOTL.K2,Iraq,IRQ,435052,435052
Surface area (sq. km),AG.SRF.TOTL.K2,Ireland,IRL,70280,70280
Surface area (sq. km),AG.SRF.TOTL.K2,Isle of Man,IMN,570,570
Surface area (sq. km),AG.SRF.TOTL.K2,Israel,ISR,22070,22070
Surface area (sq. km),AG.SRF.TOTL.K2,Italy,ITA,302069,302068
Surface area (sq. km),AG.SRF.TOTL.K2,Jamaica,JAM,10990,10990
Surface area (sq. km),AG.SRF.TOTL.K2,Japan,JPN,377971,377974
Surface area (sq. km),AG.SRF.TOTL.K2,Jordan,JOR,89320,89318
Surface area (sq. km),AG.SRF.TOTL.K2,Kazakhstan,KAZ,2724902,2724902
Surface area (sq. km),AG.SRF.TOTL.K2,Kenya,KEN,580370,580370
Surface area (sq. km),AG.SRF.TOTL.K2,Kiribati,KIR,810,810
Surface area (sq. km),AG.SRF.TOTL.K2,"Korea, Dem. People's Rep.",PRK,120540,120540
Surface area (sq. km),AG.SRF.TOTL.K2,"Korea, Rep.",KOR,100295,100400
Surface area (sq. km),AG.SRF.TOTL.K2,Kosovo,XKX,..,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kuwait,KWT,17820,17820
Surface area (sq. km),AG.SRF.TOTL.K2,Kyrgyz Republic,KGZ,199949,199949
Surface area (sq. km),AG.SRF.TOTL.K2,Lao PDR,LAO,236800,236800
Surface area (sq. km),AG.SRF.TOTL.K2,Latvia,LVA,64594,64594
Surface area (sq. km),AG.SRF.TOTL.K2,Lebanon,LBN,10450,10450
Surface area (sq. km),AG.SRF.TOTL.K2,Lesotho,LSO,30360,30360
Surface area (sq. km),AG.SRF.TOTL.K2,Liberia,LBR,111370,111370
Surface area (sq. km),AG.SRF.TOTL.K2,Libya,LBY,1759540,1759540
Surface area (sq. km),AG.SRF.TOTL.K2,Liechtenstein,LIE,160,160
Surface area (sq. km),AG.SRF.TOTL.K2,Lithuania,LTU,65286,65290
Surface area (sq. km),AG.SRF.TOTL.K2,Luxembourg,LUX,2590,2590
Surface area (sq. km),AG.SRF.TOTL.K2,"Macao SAR, China",MAC,30.4,32.9
Surface area (sq. km),AG.SRF.TOTL.K2,North Macedonia,MKD,25710,25710
Surface area (sq. km),AG.SRF.TOTL.K2,Madagascar,MDG,587295,587295
Surface area (sq. km),AG.SRF.TOTL.K2,Malawi,MWI,118480,118480
Surface area (sq. km),AG.SRF.TOTL.K2,Malaysia,MYS,330345,330241
Surface area (sq. km),AG.SRF.TOTL.K2,Maldives,MDV,300,300
Surface area (sq. km),AG.SRF.TOTL.K2,Mali,MLI,1240190,1240190
Surface area (sq. km),AG.SRF.TOTL.K2,Malta,MLT,320,320
Surface area (sq. km),AG.SRF.TOTL.K2,Marshall Islands,MHL,180,180
Surface area (sq. km),AG.SRF.TOTL.K2,Mauritania,MRT,1030700,1030700
Surface area (sq. km),AG.SRF.TOTL.K2,Mauritius,MUS,2007,2007
Surface area (sq. km),AG.SRF.TOTL.K2,Mexico,MEX,1964375,1964375
Surface area (sq. km),AG.SRF.TOTL.K2,"Micronesia, Fed. Sts.",FSM,700,700
Surface area (sq. km),AG.SRF.TOTL.K2,Moldova,MDA,33850,33850
Surface area (sq. km),AG.SRF.TOTL.K2,Monaco,MCO,74.92,74.92
Surface area (sq. km),AG.SRF.TOTL.K2,Mongolia,MNG,1564120,1564116
Surface area (sq. km),AG.SRF.TOTL.K2,Montenegro,MNE,13810,13810
Surface area (sq. km),AG.SRF.TOTL.K2,Morocco,MAR,446550,446550
Surface area (sq. km),AG.SRF.TOTL.K2,Mozambique,MOZ,799380,799380
Surface area (sq. km),AG.SRF.TOTL.K2,Myanmar,MMR,676590,676590
Surface area (sq. km),AG.SRF.TOTL.K2,Namibia,NAM,824290,824290
Surface area (sq. km),AG.SRF.TOTL.K2,Nauru,NRU,20,20
Surface area (sq. km),AG.SRF.TOTL.K2,Nepal,NPL,147180,147180
Surface area (sq. km),AG.SRF.TOTL.K2,Netherlands,NLD,41540,41540
Surface area (sq. km),AG.SRF.TOTL.K2,New Caledonia,NCL,18580,18580
Surface area (sq. km),AG.SRF.TOTL.K2,New Zealand,NZL,267710,267710
Surface area (sq. km),AG.SRF.TOTL.K2,Nicaragua,NIC,130370,130370
Surface area (sq. km),AG.SRF.TOTL.K2,Niger,NER,1267000,1267000
Surface area (sq. km),AG.SRF.TOTL.K2,Nigeria,NGA,923770,923770
Surface area (sq. km),AG.SRF.TOTL.K2,Northern Mariana Islands,MNP,460,460
Surface area (sq. km),AG.SRF.TOTL.K2,Norway,NOR,625184.78,625218
Surface area (sq. km),AG.SRF.TOTL.K2,Oman,OMN,309500,309500
Surface area (sq. km),AG.SRF.TOTL.K2,Pakistan,PAK,796100,796100
Surface area (sq. km),AG.SRF.TOTL.K2,Palau,PLW,460,460
Surface area (sq. km),AG.SRF.TOTL.K2,Panama,PAN,75320,75320
Surface area (sq. km),AG.SRF.TOTL.K2,Papua New Guinea,PNG,462840,462840
Surface area (sq. km),AG.SRF.TOTL.K2,Paraguay,PRY,406752,406752
Surface area (sq. km),AG.SRF.TOTL.K2,Peru,PER,1285220,1285220
Surface area (sq. km),AG.SRF.TOTL.K2,Philippines,PHL,300000,300000
Surface area (sq. km),AG.SRF.TOTL.K2,Poland,POL,312680,312690
Surface area (sq. km),AG.SRF.TOTL.K2,Portugal,PRT,92225.6,92230
Surface area (sq. km),AG.SRF.TOTL.K2,Puerto Rico,PRI,8870,8870
Surface area (sq. km),AG.SRF.TOTL.K2,Qatar,QAT,11490,11490
Surface area (sq. km),AG.SRF.TOTL.K2,Romania,ROU,238400,238400
Surface area (sq. km),AG.SRF.TOTL.K2,Russian Federation,RUS,17098250,17098250
Surface area (sq. km),AG.SRF.TOTL.K2,Rwanda,RWA,26340,26340
Surface area (sq. km),AG.SRF.TOTL.K2,Samoa,WSM,2840,2840
Surface area (sq. km),AG.SRF.TOTL.K2,San Marino,SMR,60,60
Surface area (sq. km),AG.SRF.TOTL.K2,Sao Tome and Principe,STP,960,960
Surface area (sq. km),AG.SRF.TOTL.K2,Saudi Arabia,SAU,2149690,2149690
Surface area (sq. km),AG.SRF.TOTL.K2,Senegal,SEN,196710,196710
Surface area (sq. km),AG.SRF.TOTL.K2,Serbia,SRB,88360,88360
Surface area (sq. km),AG.SRF.TOTL.K2,Seychelles,SYC,460,460
Surface area (sq. km),AG.SRF.TOTL.K2,Sierra Leone,SLE,72300,72300
Surface area (sq. km),AG.SRF.TOTL.K2,Singapore,SGP,719,726
Surface area (sq. km),AG.SRF.TOTL.K2,Sint Maarten (Dutch part),SXM,34,34
Surface area (sq. km),AG.SRF.TOTL.K2,Slovak Republic,SVK,49030,49030
Surface area (sq. km),AG.SRF.TOTL.K2,Slovenia,SVN,20675,20480
Surface area (sq. km),AG.SRF.TOTL.K2,Solomon Islands,SLB,28900,28900
Surface area (sq. km),AG.SRF.TOTL.K2,Somalia,SOM,637660,637660
Surface area (sq. km),AG.SRF.TOTL.K2,South Africa,ZAF,1219090,1219090
Surface area (sq. km),AG.SRF.TOTL.K2,South Sudan,SSD,646883,646883
Surface area (sq. km),AG.SRF.TOTL.K2,Spain,ESP,505924,505952.796
Surface area (sq. km),AG.SRF.TOTL.K2,Sri Lanka,LKA,65610,65610
Surface area (sq. km),AG.SRF.TOTL.K2,St. Kitts and Nevis,KNA,260,260
